Question_Number,Review_Type,Category,Question_ID,Question,Description,Question_Type,Options,ASVS_Reference,OWASP_Reference,Risk_Level,Priority
DATABASE_REVIEW-MONGODB_SECURITY-006,Database Security Review,MongoDB Security,mongo_data_1,Is encryption at rest enabled for MongoDB data files?,OWASP A02 (Cryptographic Failures) - Protect sensitive data at rest,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MONGODB_SECURITY-007,Database Security Review,MongoDB Security,mongo_audit_1,Is auditing enabled to log database access and operations?,OWASP A09 (Security Logging and Monitoring Failures) - Track database activities,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MONGODB_SECURITY-008,Database Security Review,MongoDB Security,mongo_input_1,Are NoSQL injection attacks prevented through proper input validation?,OWASP A03 (Injection) - Prevent NoSQL injection vulnerabilities,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MONGODB_SECURITY-009,Database Security Review,MongoDB Security,mongo_backup_1,Are regular encrypted backups performed and tested for recovery?,Ensure data availability and integrity against ransomware and data loss,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MONGODB_SECURITY-010,Database Security Review,MongoDB Security,mongo_config_1,Are MongoDB security configurations regularly reviewed and hardened?,OWASP A05 (Security Misconfiguration) - Maintain secure database configuration,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-001,Database Security Review,PostgreSQL Security,postgres_auth_1,Is PostgreSQL authentication properly configured using strong methods (scram-sha-256)?,OWASP A07 (Identification and Authentication Failures) - Use strong authentication mechanisms,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-002,Database Security Review,PostgreSQL Security,postgres_auth_2,Are database users created with minimal necessary privileges?,OWASP A01 (Broken Access Control) - Implement least privilege access control,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-003,Database Security Review,PostgreSQL Security,postgres_auth_3,Is the PostgreSQL superuser account properly secured and access restricted?,Prevent unauthorized access to administrative functions,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-004,Database Security Review,PostgreSQL Security,postgres_network_1,Is PostgreSQL configured to listen only on required network interfaces?,OWASP A05 (Security Misconfiguration) - Limit network exposure,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-005,Database Security Review,PostgreSQL Security,postgres_network_2,Is SSL/TLS encryption enforced for all PostgreSQL connections?,OWASP A02 (Cryptographic Failures) - Protect data transmission,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-006,Database Security Review,PostgreSQL Security,postgres_data_1,Is transparent data encryption (TDE) or file system encryption implemented?,OWASP A02 (Cryptographic Failures) - Protect data at rest,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-007,Database Security Review,PostgreSQL Security,postgres_audit_1,Is PostgreSQL logging configured to capture security-relevant events?,OWASP A09 (Security Logging and Monitoring Failures) - Enable security monitoring,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-008,Database Security Review,PostgreSQL Security,postgres_injection_1,Are prepared statements and parameterized queries used consistently?,OWASP A03 (Injection) - Prevent SQL injection attacks,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-009,Database Security Review,PostgreSQL Security,postgres_backup_1,"Are automated, encrypted backups performed with tested recovery procedures?",Ensure data availability and business continuity,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-POSTGRESQL_SECURITY-010,Database Security Review,PostgreSQL Security,postgres_config_1,Are PostgreSQL security settings regularly reviewed against security benchmarks?,OWASP A05 (Security Misconfiguration) - Maintain secure configuration baseline,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-001,Database Security Review,MySQL Security,mysql_auth_1,Is MySQL authentication configured with strong password validation?,ASVS V2.1 - Enforce strong password policies for database access,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-002,Database Security Review,MySQL Security,mysql_auth_2,Are MySQL user accounts created with specific host restrictions?,ASVS V1.1 - Limit user access by host/network for least privilege,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-003,Database Security Review,MySQL Security,mysql_auth_3,Is the MySQL root account properly secured with password and host restrictions?,Prevent unauthorized administrative access to MySQL,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-004,Database Security Review,MySQL Security,mysql_network_1,Is MySQL configured to bind only to required network interfaces?,ASVS V1.4 - Minimize network attack surface,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-005,Database Security Review,MySQL Security,mysql_network_2,Is SSL/TLS encryption enforced for all MySQL client connections?,ASVS V3.1 - Secure data in transit,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-006,Database Security Review,MySQL Security,mysql_data_1,Is MySQL data encryption at rest implemented using InnoDB encryption?,ASVS V3.1 - Protect stored data with encryption,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-007,Database Security Review,MySQL Security,mysql_audit_1,Is MySQL audit logging enabled to track database access and changes?,ASVS V8.1 - Monitor database activities for security,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-008,Database Security Review,MySQL Security,mysql_injection_1,Are prepared statements used to prevent SQL injection attacks?,ASVS V5.1 - Prevent SQL injection vulnerabilities,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-009,Database Security Review,MySQL Security,mysql_backup_1,"Are MySQL backups automated, encrypted, and regularly tested?",Ensure data recovery capabilities and business continuity,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-MYSQL_SECURITY-010,Database Security Review,MySQL Security,mysql_config_1,Are MySQL security configurations reviewed against CIS benchmarks?,ASVS V1.4 - Follow security hardening guidelines,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-SQLSERVER_SECURITY-001,Database Security Review,SQL Server Security,sqlserver_auth_1,Is SQL Server authentication configured with Windows Authentication mode?,Windows Authentication provides stronger security than SQL Server authentication,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-SQLSERVER_SECURITY-002,Database Security Review,SQL Server Security,sqlserver_auth_2,Are SQL Server logins configured with strong password policies?,Strong password policies prevent brute force attacks,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-SQLSERVER_SECURITY-003,Database Security Review,SQL Server Security,sqlserver_network_1,Is SQL Server configured to use encrypted connections (TLS)?,Encrypted connections protect data in transit,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-SQLSERVER_SECURITY-004,Database Security Review,SQL Server Security,sqlserver_data_1,Is Transparent Data Encryption (TDE) enabled for SQL Server databases?,TDE provides encryption at rest for database files,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-SQLSERVER_SECURITY-005,Database Security Review,SQL Server Security,sqlserver_audit_1,Is SQL Server audit logging enabled for security events?,Audit logging helps detect unauthorized access and changes,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-ORACLE_SECURITY-001,Database Security Review,Oracle Database Security,oracle_auth_1,Is Oracle database configured with strong password policies?,Strong password policies prevent unauthorized access,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-ORACLE_SECURITY-002,Database Security Review,Oracle Database Security,oracle_auth_2,Are Oracle database users created with minimal necessary privileges?,Principle of least privilege reduces attack surface,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-ORACLE_SECURITY-003,Database Security Review,Oracle Database Security,oracle_network_1,Is Oracle Net configured with encryption for client connections?,Encrypted connections protect data in transit,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-ORACLE_SECURITY-004,Database Security Review,Oracle Database Security,oracle_data_1,Is Oracle Advanced Security (OAS) implemented for data encryption?,OAS provides comprehensive data encryption capabilities,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-ORACLE_SECURITY-005,Database Security Review,Oracle Database Security,oracle_audit_1,Is Oracle audit logging enabled for security monitoring?,Audit logging helps detect security incidents,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-REDIS_SECURITY-001,Database Security Review,Redis Security,redis_auth_1,Is Redis authentication enabled with strong passwords?,Authentication prevents unauthorized access to Redis,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-REDIS_SECURITY-002,Database Security Review,Redis Security,redis_network_1,Is Redis configured to bind only to required network interfaces?,Network binding limits exposure to authorized networks,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-REDIS_SECURITY-003,Database Security Review,Redis Security,redis_data_1,Is Redis configured with data persistence and backup strategies?,Data persistence ensures data availability and recovery,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-REDIS_SECURITY-004,Database Security Review,Redis Security,redis_config_1,Are Redis security configurations hardened (disable dangerous commands)?,Hardened configuration prevents command injection attacks,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-CASSANDRA_SECURITY-001,Database Security Review,Cassandra Security,cassandra_auth_1,Is Cassandra authentication enabled with proper user management?,Authentication prevents unauthorized access to Cassandra,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-CASSANDRA_SECURITY-002,Database Security Review,Cassandra Security,cassandra_network_1,Is Cassandra configured with encrypted inter-node communication?,Encrypted communication protects data in transit between nodes,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-CASSANDRA_SECURITY-003,Database Security Review,Cassandra Security,cassandra_data_1,Is Cassandra configured with data encryption at rest?,Data encryption protects stored data from unauthorized access,radio,"yes, na, no",,,Medium,Medium
DATABASE_REVIEW-CASSANDRA_SECURITY-004,Database Security Review,Cassandra Security,cassandra_audit_1,Is Cassandra audit logging enabled for security monitoring?,Audit logging helps detect unauthorized access and changes,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-001,Infrastructure Security Review,Container Security - ASVS V1.4,container_1,Are container images scanned for vulnerabilities before deployment?,Vulnerability scanning prevents deployment of containers with known security issues,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-002,Infrastructure Security Review,Container Security - ASVS V1.4,container_2,Are containers running with non-root users and minimal privileges?,Principle of least privilege reduces attack surface and potential damage,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-003,Infrastructure Security Review,Container Security - ASVS V1.4,container_3,Are container images built from minimal base images (distroless/alpine)?,Minimal base images reduce attack surface and potential vulnerabilities,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-004,Infrastructure Security Review,Container Security - ASVS V1.4,container_4,Are container secrets managed securely (not hardcoded in images)?,Secure secret management prevents credential exposure in container images,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-005,Infrastructure Security Review,Container Security - ASVS V1.4,container_5,Are container resource limits configured to prevent resource exhaustion?,Resource limits prevent DoS attacks through resource exhaustion,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-006,Infrastructure Security Review,Container Security - ASVS V1.4,container_6,Are container images signed and verified before deployment?,Image signing ensures container integrity and prevents tampering,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-007,Infrastructure Security Review,Container Security - ASVS V1.4,container_7,"Are container runtime security policies enforced (seccomp, AppArmor, SELinux)?",Runtime security policies provide additional isolation and protection,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-CONTAINER_SECURITY-008,Infrastructure Security Review,Container Security - ASVS V1.4,container_8,Are container networks properly segmented and isolated?,Network segmentation prevents lateral movement and unauthorized access,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-001,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_1,Is RBAC (Role-Based Access Control) properly configured in Kubernetes?,RBAC ensures users and services have appropriate permissions,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-002,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_2,Are Kubernetes secrets encrypted at rest and in transit?,Secret encryption protects sensitive data from unauthorized access,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-003,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_3,Are network policies implemented to control pod-to-pod communication?,Network policies provide micro-segmentation and reduce lateral movement,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-004,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_4,Is Pod Security Standards (PSS) or Pod Security Policies (PSP) enforced?,Pod security policies prevent privileged containers and enforce security constraints,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-005,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_5,Are admission controllers configured for security validation?,Admission controllers enforce security policies at deployment time,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-006,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_6,Is Kubernetes API server properly secured and authenticated?,API server security prevents unauthorized cluster access,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-007,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_7,Are Kubernetes service accounts properly managed and restricted?,Service account security prevents privilege escalation,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-ORCHESTRATION_SECURITY-008,Infrastructure Security Review,Orchestration Security - ASVS V1.4,k8s_8,Is cluster-level logging and monitoring implemented?,Cluster monitoring enables security incident detection,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-SERVICE_MESH_SECURITY-001,Infrastructure Security Review,Service Mesh Security,mesh_1,Is mTLS (mutual TLS) enabled for service-to-service communication?,mTLS provides end-to-end encryption and authentication between services,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-SERVICE_MESH_SECURITY-002,Infrastructure Security Review,Service Mesh Security,mesh_2,Are service mesh policies configured for traffic management and security?,Service mesh policies control traffic flow and enforce security rules,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-SERVICE_MESH_SECURITY-003,Infrastructure Security Review,Service Mesh Security,mesh_3,Is observability and monitoring configured for service mesh traffic?,Service mesh observability enables security monitoring and incident response,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_MONITORING-001,Infrastructure Security Review,Infrastructure Monitoring & Logging - ASVS V8.1,monitor_1,Are infrastructure logs centralized and retained for security analysis?,Centralized logging enables security monitoring and forensic analysis,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_MONITORING-002,Infrastructure Security Review,Infrastructure Monitoring & Logging - ASVS V8.1,monitor_2,Are security events and anomalies monitored in real-time?,Real-time monitoring enables rapid detection and response to security incidents,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_MONITORING-003,Infrastructure Security Review,Infrastructure Monitoring & Logging - ASVS V8.1,monitor_3,Are infrastructure metrics and health checks configured?,Infrastructure monitoring enables proactive security and performance management,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_MONITORING-004,Infrastructure Security Review,Infrastructure Monitoring & Logging - ASVS V8.1,monitor_4,Are security alerts configured for critical infrastructure events?,Security alerts enable rapid response to infrastructure threats,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_MONITORING-005,Infrastructure Security Review,Infrastructure Monitoring & Logging - ASVS V8.1,monitor_5,Is log integrity protection implemented to prevent tampering?,Log integrity ensures audit trail reliability and forensic accuracy,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-NETWORK_SECURITY-001,Infrastructure Security Review,Network Security - ASVS V1.4,network_1,Are network segmentation and micro-segmentation implemented?,Network segmentation prevents lateral movement and limits attack surface,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-NETWORK_SECURITY-002,Infrastructure Security Review,Network Security - ASVS V1.4,network_2,Are firewall rules properly configured and regularly reviewed?,Firewall rules control network traffic and prevent unauthorized access,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-NETWORK_SECURITY-003,Infrastructure Security Review,Network Security - ASVS V1.4,network_3,"Is network traffic encrypted in transit (TLS, VPN, IPSec)?",Network encryption protects data from interception and tampering,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-NETWORK_SECURITY-004,Infrastructure Security Review,Network Security - ASVS V1.4,network_4,Are DDoS protection mechanisms implemented?,DDoS protection prevents service disruption and availability attacks,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-NETWORK_SECURITY-005,Infrastructure Security Review,Network Security - ASVS V1.4,network_5,Is network monitoring and intrusion detection implemented?,Network monitoring enables detection of suspicious activities and attacks,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_HARDENING-001,Infrastructure Security Review,Infrastructure Hardening - ASVS V1.4,hardening_1,Are infrastructure components hardened against known vulnerabilities?,Infrastructure hardening reduces attack surface and prevents exploitation,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_HARDENING-002,Infrastructure Security Review,Infrastructure Hardening - ASVS V1.4,hardening_2,Are unnecessary services and ports disabled on infrastructure components?,Service minimization reduces attack surface and potential vulnerabilities,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_HARDENING-003,Infrastructure Security Review,Infrastructure Hardening - ASVS V1.4,hardening_3,Are infrastructure components regularly patched and updated?,Regular patching prevents exploitation of known vulnerabilities,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_HARDENING-004,Infrastructure Security Review,Infrastructure Hardening - ASVS V1.4,hardening_4,Are default credentials changed and strong authentication enforced?,Strong authentication prevents unauthorized access to infrastructure,radio,"yes, na, no",,,Medium,Medium
INFRASTRUCTURE_REVIEW-INFRASTRUCTURE_HARDENING-005,Infrastructure Security Review,Infrastructure Hardening - ASVS V1.4,hardening_5,Are infrastructure configurations regularly audited and validated?,Configuration auditing ensures security controls remain effective,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-DATA_PROTECTION-001,Compliance Security Review,Data Protection & Privacy - ASVS V3.1,gdpr_1,Is data processing lawful and based on valid consent where required?,GDPR Article 6 - Lawfulness of processing requires valid legal basis,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-DATA_PROTECTION-002,Compliance Security Review,Data Protection & Privacy - ASVS V3.1,gdpr_2,"Are data subjects' rights (access, rectification, erasure) implemented?",GDPR Articles 15-17 - Data subjects have specific rights that must be supported,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-DATA_PROTECTION-003,Compliance Security Review,Data Protection & Privacy - ASVS V3.1,gdpr_3,Is data minimization principle implemented (collect only necessary data)?,GDPR Article 5(1)(c) - Data minimization reduces privacy risks,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-DATA_PROTECTION-004,Compliance Security Review,Data Protection & Privacy - ASVS V3.1,gdpr_4,Is data retention policy implemented with automatic deletion?,GDPR Article 5(1)(e) - Data should not be kept longer than necessary,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-DATA_PROTECTION-005,Compliance Security Review,Data Protection & Privacy - ASVS V3.1,gdpr_5,Are data protection impact assessments (DPIA) conducted for high-risk processing?,GDPR Article 35 - DPIA required for high-risk data processing activities,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-DATA_PROTECTION-006,Compliance Security Review,Data Protection & Privacy - ASVS V3.1,ccpa_1,Are California Consumer Privacy Act (CCPA) rights implemented?,CCPA requires specific consumer rights for California residents,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-DATA_PROTECTION-007,Compliance Security Review,Data Protection & Privacy - ASVS V3.1,privacy_1,Is privacy by design implemented throughout the application?,Privacy by design ensures data protection from the ground up,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-FINANCIAL_COMPLIANCE-001,Compliance Security Review,"Financial Compliance (PCI DSS, SOX)",pci_1,Is cardholder data encrypted in transit and at rest?,PCI DSS Requirement 3.4 - Protect stored cardholder data with encryption,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-FINANCIAL_COMPLIANCE-002,Compliance Security Review,"Financial Compliance (PCI DSS, SOX)",pci_2,Are strong access controls implemented for cardholder data access?,PCI DSS Requirement 7 - Restrict access to cardholder data by business need-to-know,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-FINANCIAL_COMPLIANCE-003,Compliance Security Review,"Financial Compliance (PCI DSS, SOX)",pci_3,Is network security implemented to protect cardholder data?,PCI DSS Requirement 1 - Install and maintain network security controls,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-FINANCIAL_COMPLIANCE-004,Compliance Security Review,"Financial Compliance (PCI DSS, SOX)",sox_1,Are financial controls documented and tested regularly?,SOX Section 404 - Management assessment of internal controls over financial reporting,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-FINANCIAL_COMPLIANCE-005,Compliance Security Review,"Financial Compliance (PCI DSS, SOX)",sox_2,Is change management process implemented for financial systems?,SOX compliance requires controlled changes to financial systems,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-HEALTHCARE_COMPLIANCE-001,Compliance Security Review,Healthcare Compliance (HIPAA),hipaa_1,Are administrative safeguards implemented for PHI protection?,HIPAA Security Rule 164.308 - Administrative safeguards for PHI protection,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-HEALTHCARE_COMPLIANCE-002,Compliance Security Review,Healthcare Compliance (HIPAA),hipaa_2,Are physical safeguards implemented for PHI access control?,HIPAA Security Rule 164.310 - Physical safeguards for PHI protection,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-HEALTHCARE_COMPLIANCE-003,Compliance Security Review,Healthcare Compliance (HIPAA),hipaa_3,Are technical safeguards implemented for PHI security?,HIPAA Security Rule 164.312 - Technical safeguards for PHI protection,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-HEALTHCARE_COMPLIANCE-004,Compliance Security Review,Healthcare Compliance (HIPAA),hipaa_4,Is PHI access logged and monitored for unauthorized access?,HIPAA requires audit controls and access monitoring for PHI,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-HEALTHCARE_COMPLIANCE-005,Compliance Security Review,Healthcare Compliance (HIPAA),hipaa_5,Are business associate agreements (BAA) in place for third-party vendors?,HIPAA requires BAAs for vendors who handle PHI,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-SECURITY_FRAMEWORKS-001,Compliance Security Review,"Security Frameworks (SOC 2, ISO 27001) - ASVS V1.1",soc2_1,Is security monitoring and incident response process documented?,SOC 2 CC6.1 - Logical and physical access security monitoring,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-SECURITY_FRAMEWORKS-002,Compliance Security Review,"Security Frameworks (SOC 2, ISO 27001) - ASVS V1.1",soc2_2,Are system availability and performance monitoring implemented?,SOC 2 CC7.1 - System monitoring for availability and performance,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-SECURITY_FRAMEWORKS-003,Compliance Security Review,"Security Frameworks (SOC 2, ISO 27001) - ASVS V1.1",iso_1,Is information security management system (ISMS) implemented?,ISO 27001 - Systematic approach to managing sensitive company information,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-SECURITY_FRAMEWORKS-004,Compliance Security Review,"Security Frameworks (SOC 2, ISO 27001) - ASVS V1.1",iso_2,Are security policies and procedures documented and communicated?,ISO 27001 A.5.1 - Information security policies must be documented,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-SECURITY_FRAMEWORKS-005,Compliance Security Review,"Security Frameworks (SOC 2, ISO 27001) - ASVS V1.1",nist_1,Is NIST Cybersecurity Framework implemented?,NIST CSF provides comprehensive cybersecurity risk management,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-SECURITY_FRAMEWORKS-006,Compliance Security Review,"Security Frameworks (SOC 2, ISO 27001) - ASVS V1.1",cobit_1,Are COBIT governance and control objectives implemented?,COBIT provides IT governance and management framework,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-INDUSTRY_SPECIFIC-001,Compliance Security Review,Industry-Specific Compliance,energy_1,Are energy sector compliance requirements (NERC CIP) implemented?,NERC CIP ensures cybersecurity for critical energy infrastructure,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-INDUSTRY_SPECIFIC-002,Compliance Security Review,Industry-Specific Compliance,defense_1,"Are defense contractor requirements (DFARS, CMMC) implemented?",DFARS and CMMC ensure cybersecurity for defense contractors,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-INDUSTRY_SPECIFIC-003,Compliance Security Review,Industry-Specific Compliance,education_1,Are education sector privacy requirements (FERPA) implemented?,FERPA protects student educational records and privacy,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-INDUSTRY_SPECIFIC-004,Compliance Security Review,Industry-Specific Compliance,government_1,"Are government security requirements (FedRAMP, FISMA) implemented?",FedRAMP and FISMA ensure security for government systems,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-AUDIT_GOVERNANCE-001,Compliance Security Review,Audit & Governance - ASVS V8.1,audit_1,Are regular security audits and assessments conducted?,Regular audits ensure compliance and identify security gaps,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-AUDIT_GOVERNANCE-002,Compliance Security Review,Audit & Governance - ASVS V8.1,audit_2,Is audit trail integrity protected and monitored?,Audit trail integrity ensures compliance evidence reliability,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-AUDIT_GOVERNANCE-003,Compliance Security Review,Audit & Governance - ASVS V8.1,governance_1,Is security governance structure established and documented?,Security governance ensures accountability and oversight,radio,"yes, na, no",,,Medium,Medium
COMPLIANCE_REVIEW-AUDIT_GOVERNANCE-004,Compliance Security Review,Audit & Governance - ASVS V8.1,governance_2,Are compliance metrics and KPIs tracked and reported?,Compliance metrics enable continuous improvement and reporting,radio,"yes, na, no",,,Medium,Medium
API_REVIEW-API_AUTHENTICATION-001,API Security Review,API Authentication & Authorization - ASVS V2.1,api_auth_1,"Is strong authentication implemented for API access (OAuth 2.0, JWT, API keys)?",Strong authentication prevents unauthorized API access,radio,"yes, na, no",,,Medium,Medium
API_REVIEW-API_AUTHENTICATION-002,API Security Review,API Authentication & Authorization - ASVS V2.1,api_auth_2,Is authorization properly implemented with role-based access control?,Proper authorization ensures users can only access permitted resources,radio,"yes, na, no",,,Medium,Medium
API_REVIEW-API_AUTHENTICATION-003,API Security Review,API Authentication & Authorization - ASVS V2.1,api_auth_3,Are API tokens properly secured and rotated regularly?,Token security prevents unauthorized access through compromised credentials,radio,"yes, na, no",,,Medium,Medium
